Fa13.BD.MLB.DN 26|AB731631.1.2765 0.152947 790 0.248294
Su13.BD.MM110.SN.C 55|AACY020469740.331.1809 0.005884 1475 0.005742
Su13.BD.MM110.SN.C 248|EU801138.1.1451 0.005743 1450 0.005701
Su13.BD.MM110.SN.C 25|GQ340110.1.1425 0.005457 1394 0.005635
Su13.BD.MM110.SN.C 879|GU305770.1.1482 0.005149 1476 0.005021
Su13.BD.MM110.SN.C 272|KF650385.1.1482 0.005031 1422 0.005093
Su13.BD.MM110.SN.C 293|KC189662.1.1450 0.004695 1359 0.004973
Su13.BD.MM110.SN.C 478|GU067821.1.1606 0.004542 1201 0.005444
Su13.BD.MM110.SN.C 137|FJ800526.1.1495 0.004239 1436 0.004249
Su13.BD.MM110.SN.C 36|HM856502.1.1441 0.004070 1434 0.004085
Su13.BD.MM110.SN.C 467|FJ612187.1.1434 0.004008 1362 0.004236
Su13.BD.MM110.SN.C 466|EU703387.1.1470 0.003896 1457 0.003849
Su13.BD.MM110.SN.C 64|FN668111.1.1480 0.003674 1467 0.003605
Su13.BD.MM110.SN.C 687|EU803246.1.1420 0.003080 1419 0.003124
Su13.BD.MM110.SN.C 483|GU305706.1.1485 0.003014 1482 0.002927
Su13.BD.MM110.SN.C 40|HM856480.1.1443 0.002772 1425 0.002800
Su13.BD.MM110.SN.C 222|AY509377.1.1407 0.002729 1398 0.002810
Su13.BD.MM110.SN.C 1087|FJ800537.1.1470 0.002434 1450 0.002416
Su13.BD.MM110.SN.C 168|FJ800536.1.1472 0.002234 1456 0.002209
Su13.BD.MM110.SN.C 54|HM856448.1.1440 0.001811 1422 0.001833
Su13.BD.MM110.SN.C 399|AB753924.1.1433 0.001364 1258 0.001561
Su13.BD.MM110.SN.C 111|FJ612447.1.1477 0.000177 1439 0.000177
Su13.BD.MM15.DN 147|AB731631.1.2765 0.084285 767 0.144502
Su13.BD.MM15.DN 46|EU801266.1.1487 0.026158 1484 0.023179
Su13.BD.MM15.DN 16|FJ612295.1.1494 0.023726 1476 0.021138
Su13.BD.MM15.DN 237|HE600664.2.1467 0.022493 1465 0.020190
Su13.BD.MM15.DN 658|AB753869.1.1453 0.022143 1436 0.020277
Su13.BD.MM15.DN 1949|JQ906014.1.1393 0.020704 1391 0.019573
Su13.BD.MM15.DN 114|KJ201907.67259.68729 0.020441 1442 0.018640
Su13.BD.MM15.DN 98|EU703387.1.1470 0.018931 1468 0.016958
Su13.BD.MM15.DN 624|EU801138.1.1451 0.018133 1450 0.016445
Su13.BD.MM15.DN 7|GU305778.1.1502 0.018103 1406 0.016931
Su13.BD.MM15.DN 41|AB753961.1.1451 0.018024 1441 0.016448
Su13.BD.MM15.DN 19|JN626652.1.1352 0.017481 1349 0.017040
Su13.BD.MM15.DN 69|EU703454.1.1487 0.017350 1473 0.015489
Su13.BD.MM15.DN 106|EU803296.1.1449 0.015503 1447 0.014089
Su13.BD.MM15.DN 86|FJ382022.1.1346 0.015168 1341 0.014874
Su13.BD.MM15.DN 319|AQZL01000003.2328.3750 0.014969 1276 0.015426
Su13.BD.MM15.DN 87|HM856519.1.1451 0.013380 1426 0.012338
Su13.BD.MM15.DN 31|JN868757.1.1504 0.013123 1501 0.011497
Su13.BD.MM15.DN 50|GU068021.1.1740 0.012986 1449 0.011785
Su13.BD.MM15.DN 888|FN668111.1.1480 0.012724 1478 0.011321
Su13.BD.MM15.DN 132|HM128747.1.1413 0.012674 1409 0.011828
Su13.BD.MM15.DN 287|GU305780.1.1493 0.012530 1489 0.011066
Su13.BD.MM15.DN 262|JN035169.1.1231 0.011930 1102 0.014236
Su13.BD.MM15.DN 148|HE574343.1.1333 0.011607 1327 0.011502
Su13.BD.MM15.DN 254|EU800504.1.1478 0.011306 1468 0.010127
Su13.BD.MM15.DN 671|GU305764.1.1479 0.011070 1470 0.009903
Su13.BD.MM15.DN 316|GU062006.1.1433 0.010907 1427 0.010051
Su13.BD.MM15.DN 411|HM856450.1.1435 0.010873 1428 0.010012
Su13.BD.MM15.DN 176|FJ502260.1.1488 0.010748 1395 0.010131
Su13.BD.MM15.DN 142|JN626895.1.1342 0.010571 1332 0.010436
Su13.BD.MM15.DN 357|KC928321.1.1708 0.010214 1670 0.008043
Su13.BD.MM15.DN 126|EU800953.1.1493 0.010205 1484 0.009043
Su13.BD.MM15.DN 9|EU803972.1.1450 0.010156 1448 0.009223
Su13.BD.MM15.DN 97|AY947917.1.1436 0.009860 1387 0.009348
Su13.BD.MM15.DN 108|FN668188.1.1485 0.009361 1449 0.008495
Su13.BD.MM15.DN 298|FN668181.1.1494 0.009158 1486 0.008104
Su13.BD.MM15.DN 376|EU117805.1.1508 0.008949 1504 0.007824
Su13.BD.MM15.DN 477|AJ575532.1.1471 0.008784 1382 0.008358
Su13.BD.MM15.DN 290|FJ800526.1.1495 0.008443 1448 0.007667
Su13.BD.MM15.DN 78|FN668148.1.1473 0.008168 1469 0.007312
Su13.BD.MM15.DN 1|GU940745.1.1323 0.007856 1092 0.009460
Su13.BD.MM15.DN 53|JN626883.1.1342 0.007816 1332 0.007716
Su13.BD.MM15.DN 99|FJ827875.1.1488 0.007613 1481 0.006760
Su13.BD.MM15.DN 104|EU703390.1.1491 0.007561 1379 0.007210
Su13.BD.MM15.DN 192|FJ612150.1.1429 0.007424 1424 0.006856
Su13.BD.MM15.DN 494|EU802050.1.1484 0.006851 1475 0.006108
Su13.BD.MM15.DN 360|FN668296.1.1471 0.006803 1469 0.006090
Su13.BD.MM15.DN 115|AACY020469740.331.1809 0.006740 1464 0.006054
Su13.BD.MM15.DN 117|EF520516.1.1247 0.006656 1243 0.007041
Su13.BD.MM15.DN 392|HM856448.1.1440 0.006622 1423 0.006119
Su13.BD.MM15.DN 263|FJ820471.1.1489 0.006388 1484 0.005660
Su13.BD.MM15.DN 12|GU305845.1.1493 0.006024 1481 0.005349
Su13.BD.MM15.DN 67|FJ800523.1.1472 0.005907 1410 0.005509
Su13.BD.MM15.DN 270|AY919826.1.1707 0.005738 1665 0.004532
Su13.BD.MM15.DN 668|EF165102.1.1717 0.005597 1696 0.004340
Su13.BD.MM15.DN 526|FJ745161.1.1323 0.005405 1305 0.005446
Su13.BD.MM15.DN 282|EU703222.1.1393 0.005403 1377 0.005160
Su13.BD.MM15.DN 27|JN868983.1.1477 0.005398 1472 0.004822
Su13.BD.MM15.DN 82|FJ744961.1.1302 0.005321 1301 0.005378
Su13.BD.MM15.DN 25|AF289158.1.1430 0.005287 1393 0.004991
Su13.BD.MM15.DN 616|AB771890.1.1637 0.005279 1538 0.004514
Su13.BD.MM15.DN 62|AY948053.1.1393 0.005269 1285 0.005392
Su13.BD.MM15.DN 211|EU801389.1.1485 0.005239 1342 0.005134
Su13.BD.MM15.DN 315|HM856500.1.1441 0.005150 1346 0.005031
Su13.BD.MM15.DN 0|EU801376.1.1402 0.005106 1110 0.006049
Su13.BD.MM15.DN 679|JF901752.1.1405 0.005074 1214 0.005496
Su13.BD.MM15.DN 47|KF650385.1.1482 0.005066 1453 0.004585
Su13.BD.MM15.DN 75|AB164406.1.1225 0.005042 1223 0.005421
Su13.BD.MM15.DN 516|HM129939.1.1409 0.005032 1401 0.004723
Su13.BD.MM15.DN 48|FJ612248.1.1473 0.004958 1464 0.004453
Su13.BD.MM15.DN 36|FJ800537.1.1470 0.004955 1442 0.004519
Su13.BD.MM15.DN 205|HM128623.1.1440 0.004947 1421 0.004578
Su13.BD.MM15.DN 524|HM856385.1.1431 0.004702 1425 0.004339
Su13.BD.MM15.DN 343|FJ612174.1.1445 0.004635 1380 0.004417
Su13.BD.MM15.DN 412|EU803628.1.1486 0.004575 1479 0.004068
Su13.BD.MM15.DN 6|JQIO01000292.890395.892182 0.004561 1489 0.004028
Su13.BD.MM15.DN 32|HM856485.1.1437 0.004530 1433 0.004157
Su13.BD.MM15.DN 587|HM128717.1.1432 0.004495 1317 0.004488
Su13.BD.MM15.DN 76|GU305786.1.1496 0.004493 1496 0.003949
Su13.BD.MM15.DN 18|AB753929.1.1394 0.004246 1326 0.004211
Su13.BD.MM15.DN 874|JF730872.1.1702 0.004207 1674 0.003305
Su13.BD.MM15.DN 318|KF385066.1.1484 0.004205 1480 0.003736
Su13.BD.MM15.DN 741|HM128588.1.1439 0.004103 1398 0.003859
Su13.BD.MM15.DN 536|AB636944.1.1459 0.003948 1395 0.003722
Su13.BD.MM15.DN 81|AY947908.1.1448 0.003922 1419 0.003634
Su13.BD.MM15.DN 295|FJ612352.1.1449 0.003863 1440 0.003528
Su13.BD.MM15.DN 127|FJ612436.1.1451 0.003840 1449 0.003485
Su13.BD.MM15.DN 71|FJ502278.1.1484 0.003777 1458 0.003407
Su13.BD.MM15.DN 471|HM129165.1.1437 0.003646 1437 0.003336
Su13.BD.MM15.DN 167|EU800415.1.1480 0.003642 1435 0.003337
Su13.BD.MM15.DN 13|AB971065.1.1239 0.003444 962 0.004708
Su13.BD.MM15.DN 511|GU290067.1.1738 0.003421 1698 0.002649
Su13.BD.MM15.DN 283|GQ340110.1.1425 0.003319 1389 0.003142
Su13.BD.MM15.DN 436|HM446120.1.1440 0.003295 1438 0.003013
Su13.BD.MM15.DN 51|EU801906.1.1470 0.003230 1462 0.002905
Su13.BD.MM15.DN 22|FJ820382.1.1476 0.003176 1448 0.002884
Su13.BD.MM15.DN 1170|HM856480.1.1443 0.003058 1387 0.002899
Su13.BD.MM15.DN 688|JN626777.1.1346 0.003015 1295 0.003062
Su13.BD.MM15.DN 714|FN668226.1.1475 0.002913 1471 0.002604
Su13.BD.MM15.DN 21|KF650407.1.1473 0.002846 1462 0.002560
Su13.BD.MM15.DN 351|HM856560.1.1435 0.002835 1429 0.002609
Su13.BD.MM15.DN 145|AB753964.1.1456 0.002799 979 0.003760
Su13.BD.MM15.DN 1419|EU803920.1.1482 0.002708 1480 0.002406
Su13.BD.MM15.DN 445|JN656867.1.1490 0.002708 1484 0.002400
Su13.BD.MM15.DN 92|EU800490.1.1476 0.002623 1475 0.002338
Su13.BD.MM15.DN 84|JN626854.1.1296 0.002532 1282 0.002597
Su13.BD.MM15.DN 389|AJ697701.1.1474 0.002499 1258 0.002612
Su13.BD.MM15.DN 325|AZHS01000013.11871.13367 0.002453 1488 0.002168
Su13.BD.MM15.DN 1089|FN668272.1.1326 0.002439 1322 0.002426
Su13.BD.MM15.DN 697|EU803898.1.1463 0.002332 1203 0.002549
Su13.BD.MM15.DN 225|EU703171.1.1433 0.002317 1252 0.002434
Su13.BD.MM15.DN 968|EU801243.1.1477 0.002309 1472 0.002063
Su13.BD.MM15.DN 525|HM856502.1.1441 0.002242 1424 0.002070
Su13.BD.MM15.DN 567|EU800363.1.1479 0.002058 1471 0.001840
Su13.BD.MM15.DN 577|FN668149.1.1477 0.002036 1285 0.002084
Su13.BD.MM15.DN 377|EU800642.1.1476 0.002009 1201 0.002200
Su13.BD.MM15.DN 590|AY792296.1.1522 0.002001 1462 0.001800
Su13.BD.MM15.DN 853|EU801136.1.1476 0.001953 1472 0.001745
Su13.BD.MM15.DN 548|EU703392.1.1420 0.001922 1359 0.001860
Su13.BD.MM15.DN 964|FN668212.1.1505 0.001916 991 0.002542
Su13.BD.MM15.DN 111|AY509377.1.1407 0.001891 1302 0.001910
Su13.BD.MM15.DN 110|FN668103.1.1487 0.001891 1463 0.001700
Su13.BD.MM15.DN 264|GU305721.1.1496 0.001547 1381 0.001473
Su13.BD.MM15.DN 116|FN668099.1.1485 0.001457 1482 0.001293
Su13.BD.MM15.DN 49|HE574348.1.1420 0.001388 1236 0.001477
Su13.BD.MM15.DN 803|AB154309.1.1436 0.001305 1430 0.001200
Su13.BD.MM15.DN 198|GQ340074.1.1468 0.001159 1457 0.001046
Su13.BD.MM15.DN 149|EU800127.1.1356 0.001091 1352 0.001061
Su13.BD.MM15.DN 206|EU801039.1.1483 0.000951 1349 0.000927
Su13.BD.MM15.DN 440|EU800835.1.1493 0.000896 1272 0.000926
Su13.BD.MM15.DN 300|KF596527.1.1488 0.000884 1190 0.000977
Su13.BD.MM15.DN 703|AB930756.1.1451 0.000878 1441 0.000801
Su13.BD.MM15.DN 457|GQ340066.1.1391 0.000847 1371 0.000812
Su13.BD.MM15.DN 643|FJ827890.1.1486 0.000841 1357 0.000815
Su13.BD.MM15.DN 193|JQ994349.1.1473 0.000726 1471 0.000649
Su13.BD.MM15.DN 112|FN668187.1.1489 0.000681 1486 0.000603
Su13.BD.MM15.DN 134|HE574392.1.1305 0.000613 1109 0.000727
Su13.BD.MM15.DN 812|FJ382043.1.1322 0.000584 1322 0.000581
Su13.BD.MM15.DN 353|HM127342.1.1457 0.000580 1299 0.000587
Su13.BD.MM15.DN 249|AY752122.1.1409 0.000498 1291 0.000507
Su13.BD.MM15.DN 60|AM279188.8.1487 0.000453 1469 0.000406
Su13.BD.MM15.DN 429|JN626813.1.1334 0.000405 1328 0.000401
Su13.BD.MM15.DN 96|EU803758.1.1451 0.000373 1449 0.000339
Su13.BD.MM15.DN 174|AB930558.1.1451 0.000332 1441 0.000303
Su13.BD.MM15.DN 247|FN668282.1.1495 0.000282 1294 0.000287
Su13.BD.MM15.DN 257|GU305706.1.1485 0.000255 1482 0.000226
Su13.BD.MM15.DN 460|FN668105.1.1474 0.000245 1472 0.000219
Su13.BD.MM15.DN 250|JX448579.1.1291 0.000157 704 0.000293
Su13.BD.MM15.DN 259|EU800500.1.1497 0.000123 885 0.000183
Su13.BD.MM15.SD 0|AB731631.1.2765 0.331699 1139 0.382160
Su13.BD.MM15.SD 222|JQ906014.1.1393 0.044894 1389 0.042414
Su13.BD.MM15.SD 39|HM856450.1.1435 0.039897 1434 0.036510
Su13.BD.MM15.SD 6|AY948053.1.1393 0.037062 1375 0.035371
Su13.BD.MM15.SD 10|FJ827875.1.1488 0.033284 1481 0.029492
Su13.BD.MM15.SD 57|EU801138.1.1451 0.032586 1450 0.029491
Su13.BD.MM15.SD 600|HM856497.1.1453 0.029774 1435 0.027228
Su13.BD.MM15.SD 35|JQ906009.1.1397 0.023158 1382 0.021990
Su13.BD.MM15.SD 17|KJ201907.67259.68729 0.022948 1404 0.021449
Su13.BD.MM15.SD 141|AB753877.1.1434 0.022704 1416 0.021041
Su13.BD.MM15.SD 120|EU801153.1.1477 0.021114 1215 0.022804
Su13.BD.MM15.SD 32|FJ820471.1.1489 0.019637 1470 0.017530
Su13.BD.MM15.SD 194|EU801266.1.1487 0.019401 1477 0.017237
Su13.BD.MM15.SD 18|HE574343.1.1333 0.018679 1300 0.018855
Su13.BD.MM15.SD 491|JQ994349.1.1473 0.018223 1469 0.016279
Su13.BD.MM15.SD 460|HM856560.1.1435 0.015587 1434 0.014264
Su13.BD.MM15.SD 487|HM128747.1.1413 0.014810 1406 0.013823
Su13.BD.MM15.SD 121|GU305773.1.1492 0.014064 1470 0.012555
Su13.BD.MM15.SD 119|EU703387.1.1470 0.012859 1460 0.011558
Su13.BD.MM15.SD 334|JF730838.1.1697 0.012810 1671 0.010060
Su13.BD.MM15.SD 167|JF730872.1.1702 0.012621 1661 0.009971
Su13.BD.MM15.SD 571|EU801867.1.1488 0.011794 1488 0.010401
Su13.BD.MM15.SD 43|FJ382022.1.1346 0.011329 1338 0.011111
Su13.BD.MM15.SD 78|GU305778.1.1502 0.010326 1396 0.009707
Su13.BD.MM15.SD 811|EU800486.1.1500 0.010292 1481 0.009119
Su13.BD.MM15.SD 67|AZHS01000013.11871.13367 0.010274 1495 0.009018
Su13.BD.MM15.SD 577|KC170394.1.1520 0.009826 1466 0.008796
Su13.BD.MM15.SD 2538|AY948053.1.1393_m64 0.009700 1375 0.009257
Su13.BD.MM15.SD 87|EF165102.1.1717 0.009617 1714 0.007363
Su13.BD.MM15.SD 311|JN626854.1.1296 0.009460 1277 0.009721
Su13.BD.MM15.SD 306|JQIO01000292.890395.892182 0.009099 1517 0.007871
Su13.BD.MM15.SD 246|JF901752.1.1405 0.008449 1238 0.008956
Su13.BD.MM15.SD 658|GU305764.1.1479 0.007860 1412 0.007305
Su13.BD.MM15.SD 40|JF730802.1.1686 0.007110 1662 0.005614
Su13.BD.MM15.SD 1|JF730830.1.1676 0.006862 1609 0.005597
Su13.BD.MM15.SD 37|EU162628.1.1765 0.006759 1723 0.005148
Su13.BD.MM15.SD 451|HM128717.1.1432 0.006418 1175 0.007168
Su13.BD.MM15.SD 351|JN868983.1.1477 0.005880 1473 0.005238
Su13.BD.MM15.SD 179|HM856480.1.1443 0.005685 1393 0.005356
Su13.BD.MM15.SD 309|FN690044.1.1666 0.005564 1579 0.004624
Su13.BD.MM15.SD 667|GU305760.1.1474 0.004068 1226 0.004354
Su13.BD.MM15.SD 589|KF650385.1.1482 0.004068 1443 0.003699
Su13.BD.MM15.SD 322|HM856448.1.1440 0.003979 1421 0.003675
Su13.BD.MM15.SD 321|FJ800526.1.1495 0.003903 1341 0.003819
Su13.BD.MM15.SD 947|HM856519.1.1451 0.003859 1327 0.003816
Su13.BD.MM15.SD 478|KJ925249.1.1500 0.003610 1226 0.003864
Su13.BD.MM15.SD 225|HQ710562.1.1710 0.003032 1595 0.002495
Su13.BD.MM15.SD 310|FN668212.1.1505 0.003025 936 0.004241
Su13.BD.MM15.SD 728|FJ382019.1.1406 0.002925 1163 0.003300
Su13.BD.MM15.SD 116|FN668203.1.1499 0.002625 1496 0.002303
Su13.BD.MM15.SD 489|AY509377.1.1407 0.002190 1290 0.002228
Su13.BD.MM15.SD 232|AB753924.1.1433 0.001669 1273 0.001720
Su13.BD.MM15.SD 88|FN668105.1.1474 0.000696 1470 0.000621
Su13.BD.MM15.SD 496|JX448579.1.1291 0.000234 745 0.000412
Su13.BD.MM15.SN.C 269|JQ906014.1.1393 0.048774 1393 0.050577
Su13.BD.MM15.SN.C 23|HM856485.1.1437 0.043803 1437 0.044031
Su13.BD.MM15.SN.C 109|EU801153.1.1477 0.036979 1476 0.036190
Su13.BD.MM15.SN.C 105|GU305764.1.1479 0.035802 1470 0.035181
Su13.BD.MM15.SN.C 42|HM856450.1.1435 0.034929 1434 0.035185
Su13.BD.MM15.SN.C 110|EU802059.1.1296 0.033084 1296 0.036875
Su13.BD.MM15.SN.C 18|HQ008541.1.1504 0.030288 1504 0.029090
Su13.BD.MM15.SN.C 183|FJ382022.1.1346 0.028117 1346 0.030174
Su13.BD.MM15.SN.C 140|EU801266.1.1487 0.026441 1484 0.025737
Su13.BD.MM15.SN.C 1008|HM856497.1.1453 0.025840 1450 0.025742
Su13.BD.MM15.SN.C 295|HE574343.1.1333 0.024926 1318 0.027318
Su13.BD.MM15.SN.C 1186|JN869138.1.1528 0.020865 1527 0.019738
Su13.BD.MM15.SN.C 6|GU305745.1.1479 0.019620 1478 0.019175
Su13.BD.MM15.SN.C 55|JN868881.1.1534 0.018808 1532 0.017734
Su13.BD.MM15.SN.C 694|AB753877.1.1434 0.018685 1432 0.018848
Su13.BD.MM15.SN.C 37|EU803246.1.1420 0.016904 1420 0.017196
Su13.BD.MM15.SN.C 132|GU305773.1.1492 0.016855 1485 0.016395
Su13.BD.MM15.SN.C 216|KJ201907.67259.68729 0.015396 1471 0.015119
Su13.BD.MM15.SN.C 238|EU703387.1.1470 0.014355 1450 0.014300
Su13.BD.MM15.SN.C 134|FN668296.1.1471 0.014243 1471 0.013986
Su13.BD.MM15.SN.C 78|HE574393.1.1371 0.014133 1370 0.014901
Su13.BD.MM15.SN.C 143|AB753929.1.1394 0.012937 1392 0.013425
Su13.BD.MM15.SN.C 398|EU800486.1.1500 0.012502 1498 0.012055
Su13.BD.MM15.SN.C 393|EU800860.1.1489 0.012035 1485 0.011707
Su13.BD.MM15.SN.C 360|JF417815.1.1519 0.011992 1514 0.011441
Su13.BD.MM15.SN.C 9|JF730872.1.1702 0.011732 1690 0.010028
Su13.BD.MM15.SN.C 97|AACY020469740.331.1809 0.011381 1477 0.011131
Su13.BD.MM15.SN.C 310|JQ994349.1.1473 0.011146 1472 0.010938
Su13.BD.MM15.SN.C 170|EU800953.1.1493 0.010864 1491 0.010525
Su13.BD.MM15.SN.C 288|GU305843.1.1490 0.010667 1486 0.010369
Su13.BD.MM15.SN.C 298|EU803972.1.1450 0.009784 1448 0.009760
Su13.BD.MM15.SN.C 114|EU801201.1.1477 0.009555 1466 0.009415
Su13.BD.MM15.SN.C 349|EU234298.1.1510 0.009378 1471 0.009209
Su13.BD.MM15.SN.C 129|HM128717.1.1432 0.009164 1341 0.009871
Su13.BD.MM15.SN.C 307|JF730838.1.1697 0.008731 1676 0.007525
Su13.BD.MM15.SN.C 337|FJ827886.1.1488 0.008282 1486 0.008051
Su13.BD.MM15.SN.C 517|FJ916094.1.1516 0.007952 1509 0.007612
Su13.BD.MM15.SN.C 112|GU305838.1.1486 0.007673 1467 0.007555
Su13.BD.MM15.SN.C 749|HM856502.1.1441 0.007594 1438 0.007628
Su13.BD.MM15.SN.C 96|EU162628.1.1765 0.007452 1745 0.006169
Su13.BD.MM15.SN.C 387|FN668267.1.1475 0.007345 1455 0.007292
Su13.BD.MM15.SN.C 586|EU803463.1.1270 0.007344 1269 0.008360
Su13.BD.MM15.SN.C 673|JN868983.1.1477 0.007252 1475 0.007102
Su13.BD.MM15.SN.C 467|GU305778.1.1502 0.007101 1408 0.007285
Su13.BD.MM15.SN.C 312|GU305856.1.1443 0.007048 1441 0.007065
Su13.BD.MM15.SN.C 203|FJ745191.1.1322 0.006825 1269 0.007769
Su13.BD.MM15.SN.C 92|KF650385.1.1482 0.006694 1473 0.006564
Su13.BD.MM15.SN.C 569|JN626854.1.1296 0.006670 1246 0.007733
Su13.BD.MM15.SN.C 81|JF730802.1.1686 0.006316 1680 0.005431
Su13.BD.MM15.SN.C 69|GQ340110.1.1425 0.006192 1416 0.006317
Su13.BD.MM15.SN.C 45|EF165102.1.1717 0.006094 1694 0.005196
Su13.BD.MM15.SN.C 20|HM856480.1.1443 0.006048 1396 0.006258
Su13.BD.MM15.SN.C 150|HM856519.1.1451 0.005837 1444 0.005839
Su13.BD.MM15.SN.C 870|GU305786.1.1496 0.005797 1494 0.005605
Su13.BD.MM15.SN.C 742|FN668038.1.1504 0.005716 1497 0.005516
Su13.BD.MM15.SN.C 486|JQIO01000292.890395.892182 0.005713 1720 0.004798
Su13.BD.MM15.SN.C 622|GU305713.1.1448 0.005662 1446 0.005656
Su13.BD.MM15.SN.C 672|EU801867.1.1488 0.005410 1488 0.005252
Su13.BD.MM15.SN.C 869|EU800674.1.1419 0.005181 1416 0.005285
Su13.BD.MM15.SN.C 234|FN668203.1.1499 0.005180 1418 0.005277
Su13.BD.MM15.SN.C 1049|AB294340.1.1396 0.005105 1237 0.005961
Su13.BD.MM15.SN.C 257|HM128623.1.1440 0.004936 1418 0.005028
Su13.BD.MM15.SN.C 1360|GU290077.1.1764 0.004799 1669 0.004153
Su13.BD.MM15.SN.C 500|JN869113.1.1505 0.004794 1504 0.004604
Su13.BD.MM15.SN.C 563|GU068021.1.1740 0.004714 1429 0.004765
Su13.BD.MM15.SN.C 373|JN035168.1.1231 0.004707 1227 0.005541
Su13.BD.MM15.SN.C 860|FN668181.1.1494 0.004539 1481 0.004427
Su13.BD.MM15.SN.C 341|FJ800526.1.1495 0.004335 1486 0.004214
Su13.BD.MM15.SN.C 200|GU305845.1.1493 0.004243 1472 0.004164
Su13.BD.MM15.SN.C 492|FJ916097.1.1512 0.004164 1505 0.003997
Su13.BD.MM15.SN.C 785|EU703390.1.1491 0.004124 1444 0.004125
Su13.BD.MM15.SN.C 86|HM856448.1.1440 0.004082 1436 0.004106
Su13.BD.MM15.SN.C 168|FJ800553.1.1438 0.003915 1368 0.004134
Su13.BD.MM15.SN.C 127|KC189662.1.1450 0.003894 1423 0.003953
Su13.BD.MM15.SN.C 499|JF730830.1.1676 0.003721 1594 0.003372
Su13.BD.MM15.SN.C 842|FJ612187.1.1434 0.003645 1364 0.003860
Su13.BD.MM15.SN.C 35|EU801830.1.1499 0.003623 1483 0.003529
Su13.BD.MM15.SN.C 107|GU305794.1.1495 0.003575 1487 0.003473
Su13.BD.MM15.SN.C 877|HM856570.1.1436 0.003574 1432 0.003605
Su13.BD.MM15.SN.C 612|FJ827865.1.1489 0.003479 1489 0.003375
Su13.BD.MM15.SN.C 844|GU305760.1.1474 0.003404 1201 0.004094
Su13.BD.MM15.SN.C 798|EU703454.1.1487 0.003377 1419 0.003438
Su13.BD.MM15.SN.C 539|JF901752.1.1405 0.003180 1180 0.003893
Su13.BD.MM15.SN.C 508|FR874414.1.1794 0.003139 1763 0.002572
Su13.BD.MM15.SN.C 472|JN868979.1.1477 0.003095 1280 0.003493
Su13.BD.MM15.SN.C 395|GU305803.1.1484 0.002935 1480 0.002865
Su13.BD.MM15.SN.C 181|DQ244026.1.1754 0.002906 1722 0.002438
Su13.BD.MM15.SN.C 331|FN668099.1.1485 0.002782 1469 0.002736
Su13.BD.MM15.SN.C 122|FN690044.1.1666 0.002737 1639 0.002412
Su13.BD.MM15.SN.C 949|FJ820442.1.1469 0.002633 1414 0.002690
Su13.BD.MM15.SN.C 289|EU801389.1.1485 0.002631 1463 0.002598
Su13.BD.MM15.SN.C 325|FJ820382.1.1476 0.002510 1453 0.002495
Su13.BD.MM15.SN.C 355|AB753923.1.1429 0.002350 1429 0.002375
Su13.BD.MM15.SN.C 1345|AY509377.1.1407 0.002323 1363 0.002462
Su13.BD.MM15.SN.C 162|FJ800536.1.1472 0.002209 1446 0.002207
Su13.BD.MM15.SN.C 83|FJ744961.1.1302 0.002175 1237 0.002540
Su13.BD.MM15.SN.C 389|EU803758.1.1451 0.002151 1444 0.002152
Su13.BD.MM15.SN.C 669|FJ800537.1.1470 0.002123 1457 0.002105
Su13.BD.MM15.SN.C 293|AB753924.1.1433 0.001845 1412 0.001887
Su13.BD.MM15.SN.C 625|EU801138.1.1451 0.001731 1449 0.001726
Su13.BD.MM15.SN.C 319|FN668105.1.1474 0.001634 1466 0.001610
Su13.BD.MM15.SN.C 665|FN668111.1.1480 0.001340 1473 0.001314
Su13.BD.MM15.SN.C 649|FN668064.1.1432 0.001300 1419 0.001323
Su13.BD.MM15.SN.C 589|GU305706.1.1485 0.001106 1470 0.001087
Su13.BD.MM15.SN.C 54|GQ340114.1.1386 0.000837 1225 0.000987
Su13.BD.MM15.SN.C 1129|FJ800522.1.1446 0.000510 1232 0.000598
Su13.BD.MM15.SN.C 714|FJ612257.1.1429 0.000375 1406 0.000385
Su13.BD.MM15.SN.C 761|JF830147.1.1480 0.000339 1470 0.000333
Su13.BD.MM15.SN.C 281|EU803932.1.1481 0.000336 1473 0.000329
Su13.BD.MM15.SN.C 36|FN668272.1.1326 0.000293 1319 0.000321
Su13.BD.MM15.SN.C 702|FN668273.1.1478 0.000252 1443 0.000252
Su13.BD.MM15.SN.C 358|GQ340298.1.1380 0.000229 1375 0.000241
Su13.BD.MM15.SN.C 422|HM856569.1.1447 0.000153 1440 0.000153
